3,7,N,
3,8,N,
2,2,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,12,N,
1,12,W,
3,7,N,
3,7,N,
3,7,N,
3,12,N,
1,12,N,
1,9,N,
3,8,W,
4,2,N,
3,12,N,
1,12,F,
3,7,N,
3,7,N,
3,12,N,
1,12,N,
1,12,N,
1,12,N,
1,7,N,
1,8,N,
4,2,N,
3,10,N,
2,6,N,
2,6,N,
1,12,N,
1,8,F,
3,7,N,
3,7,N,
3,12,W,
4,1,N,
4,2,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,8,N,
4,2,N,
3,12,N,
3,7,N,
3,12,U,
4,2,N,
3,12,N,
3,8,N,
4,2,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,12,N,
1,8,N,
4,1,N,
4,2,N,
3,7,N,
3,7,N,
3,7,N,
3,2,W,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,12,W,
3,12,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,10,N,
2,3,N,
3,7,N,
3,7,N,
3,12,W,
3,7,N,
3,7,N,
3,7,N,
3,12,N,
3,12,N,
3,7,N,
3,7,W,
4,3,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,12,N,
1,8,N,
4,3,N,
1,8,N,
2,2,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,8,N,
4,1,N,
4,2,N,
3,10,N,
2,4,N,
3,7,N,
3,7,N,
3,12,N,
3,12,N,
3,7,W,
3,7,N,
3,7,N,
3,7,N,
3,12,N,
1,8,N,
2,2,N,
3,7,N,
3,12,N,
3,12,U,
4,2,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,12,N,
3,12,W,
3,12,N,
2,12,N,
2,7,N,
3,8,N,
4,2,N,
1,8,N,
4,4,U,
3,10,N,
2,2,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,12,N,
1,12,N,
1,10,N,
4,2,N,
3,7,N,
3,8,N,
4,2,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,12,U,
3,7,N,
3,12,N,
1,8,N,
4,2,N,
3,7,N,
3,7,N,
3,7,N,
3,8,N,
4,4,N,
3,12,N,
1,12,N,
1,9,W,
3,7,N,
3,8,N,
4,6,N,
2,2,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,12,N,
1,12,N,
1,12,N,
1,12,N,
1,9,N,
4,3,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
3,7,N,
1,12,N,
1,12,N,
1,9,N,
3,7,N,
3,7,N,
3,7,N,
3,12,N,
1,7,N,
3,8,N,
4,2,N,
3,12,N,
3,12,N,
3,12,W,
3,7,N,
3,7,N,
3,12,N,
1,8,N,
4,2,N,
3,7,N,
3,12,N,
3,8,N,
4,1,N,
4,4,N,
1,12,N,
1,7,N,
3,7,N,
3,7,N,
3,7,N,
1,8,N,
4,1,W,
